0.42
0.36
0.3
1.62
1.32
0.72
0.84
1.74
1.56
1.32
0.54
1.26
1.32
0.42
2.76
0.6
1.62
1.5
2.64
2.4599999999999995
1.92
1.68
0.48
0.54
1.7999999999999998
1.44
1.7999999999999998
0.84
2.34
1.32
